Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath
7,5,1006,1040,2046,1,1,8,1,0,4014012,292.0,998.0,1.0,871.0,6.0
6,6,858,858,1716,1,1,8,1,0,3849444,318.0,858.0,0.0,490.0,4.0
7,5,871,941,1812,1,1,8,0,0,4016016,0.0,835.0,0.0,478.0,6.0
5,6,1178,0,1178,1,1,6,0,0,3957928,0.0,1090.0,1.0,502.0,3.0
7,8,818,818,1636,1,1,7,1,0,3742050,0.0,818.0,0.0,288.0,4.0
4,5,864,0,864,0,1,5,0,0,3802500,0.0,576.0,0.0,528.0,2.0
7,5,1588,0,1588,0,1,6,0,0,3996001,183.0,1588.0,0.0,472.0,6.0
8,5,1426,488,1914,1,1,9,1,0,4016016,112.0,1420.0,1.0,746.0,6.0
6,6,1109,766,1875,0,1,8,1,0,3950000,248.0,675.0,0.0,485.0,9.0
3,7,679,504,1183,1,1,6,0,0,3899896,0.0,649.0,0.0,308.0,2.0
6,6,833,897,1730,1,1,6,0,0,3968064,0.0,816.0,0.0,528.0,6.0
7,5,625,625,1250,1,1,5,0,0,4026042,0.0,625.0,0.0,528.0,4.0
6,4,1313,1246,2559,1,1,9,1,0,3956121,232.0,868.0,0.0,506.0,8.0
7,5,1548,0,1548,0,1,7,1,0,4016016,18.0,1365.0,1.0,388.0,4.0
5,3,658,526,1184,0,1,8,0,0,3812360,0.0,658.0,0.0,0.0,5.0
8,5,1670,0,1670,1,1,6,1,0,4024036,0.0,1670.0,1.0,928.0,4.0
7,5,1180,882,2062,1,1,7,1,0,3954132,128.0,1157.0,1.0,454.0,6.0
5,7,894,0,894,0,1,5,0,0,3841600,0.0,894.0,0.0,312.0,3.0
6,8,1112,556,1668,1,1,6,0,0,3909750,0.0,856.0,0.0,271.0,3.0
9,5,1766,0,1766,1,1,8,2,0,4032064,402.0,1751.0,1.0,874.0,6.0
6,5,768,728,1496,0,1,7,0,0,4028049,0.0,768.0,0.0,572.0,9.0
7,5,1400,0,1400,0,1,6,0,0,4022030,118.0,1400.0,0.0,612.0,6.0
5,6,825,1315,2140,1,1,7,1,0,3861225,0.0,744.0,0.0,549.0,8.0
4,6,968,0,968,0,1,5,0,0,3867489,0.0,656.0,0.0,216.0,8.0
7,5,1488,0,1488,0,1,6,1,0,4018020,0.0,1488.0,1.0,506.0,4.0
7,5,1266,0,1266,0,1,6,1,0,4028049,16.0,1266.0,0.0,388.0,4.0
5,7,875,0,875,0,1,5,0,0,3848483,0.0,715.0,1.0,180.0,2.0
6,7,1094,761,1855,1,1,7,1,0,3940144,360.0,528.0,0.0,512.0,6.0
7,7,1621,0,1621,0,1,8,0,400,3964032,0.0,1208.0,1.0,440.0,6.0
7,5,1614,0,1614,0,1,7,0,0,4022030,210.0,1614.0,1.0,878.0,6.0
6,5,630,636,1266,1,1,5,2,0,3920400,0.0,630.0,0.0,283.0,2.0
8,5,1038,1060,2098,1,1,8,1,0,4020025,178.0,1030.0,0.0,878.0,6.0
7,5,1005,978,1983,1,1,9,1,0,3996001,344.0,978.0,0.0,490.0,6.0
5,5,1183,0,1183,0,1,6,0,0,3837681,0.0,528.0,1.0,288.0,3.0
6,5,525,567,1092,1,1,6,0,0,3884841,381.0,525.0,0.0,264.0,3.0
9,5,2069,574,2643,1,1,9,1,0,4024036,772.0,2153.0,0.0,694.0,6.0
8,5,1660,0,1660,0,1,7,1,0,4028049,292.0,1660.0,0.0,660.0,6.0
5,7,900,0,900,0,1,5,0,0,3902000,0.0,900.0,0.0,576.0,3.0
6,6,561,668,1229,1,1,5,1,0,3920400,0.0,561.0,0.0,462.0,2.0
7,6,874,887,1761,0,1,7,0,0,4028049,0.0,874.0,0.0,578.0,9.0
8,5,1694,0,1694,0,1,7,0,0,4032064,72.0,1694.0,0.0,776.0,6.0
5,7,624,624,1248,0,2,8,0,0,3744000,0.0,624.0,0.0,0.0,4.0
5,5,835,0,835,0,1,5,0,400,3744000,0.0,458.0,0.0,366.0,2.0
6,5,1079,874,1953,1,1,9,2,0,3968064,0.0,1580.0,1.0,501.0,6.0
5,4,933,240,1173,0,1,7,0,0,3706950,0.0,592.0,0.0,240.0,6.0
6,7,1215,0,1215,0,1,6,0,0,3912084,176.0,1215.0,0.0,297.0,3.0
6,8,912,0,912,0,1,5,0,0,3914156,0.0,912.0,1.0,288.0,3.0
6,7,904,0,904,0,1,4,0,0,3859704,0.0,884.0,0.0,180.0,2.0
6,7,983,767,1750,0,1,7,0,1300,3850900,0.0,983.0,1.0,423.0,8.0
6,5,864,729,1593,1,1,8,1,0,4016016,0.0,839.0,1.0,398.0,6.0
8,5,1105,1097,2202,1,1,9,1,0,3970056,309.0,1105.0,1.0,517.0,8.0
7,5,1310,0,1310,0,1,6,1,0,4020025,0.0,1310.0,0.0,400.0,6.0
4,6,948,0,948,0,1,5,1,0,3818116,0.0,948.0,1.0,280.0,3.0
8,5,1448,0,1448,0,1,6,1,0,4026042,238.0,1372.0,0.0,692.0,4.0
7,5,1533,0,1533,0,1,5,2,0,3900625,0.0,1533.0,1.0,576.0,4.0
8,5,1565,0,1565,0,1,5,0,0,4026042,36.0,1511.0,1.0,476.0,4.0
5,7,1060,0,1060,0,1,6,1,0,3904576,0.0,1040.0,1.0,572.0,3.0
5,5,990,0,990,0,1,5,0,0,3978030,0.0,990.0,0.0,672.0,3.0
8,5,1787,0,1787,0,1,7,1,0,4006002,178.0,1753.0,0.0,748.0,6.0
3,4,1040,0,1040,0,2,6,0,0,3802500,0.0,0.0,0.0,400.0,4.0
5,6,1089,0,1089,0,1,5,1,0,3818116,0.0,1089.0,1.0,252.0,3.0
4,6,861,0,861,0,1,5,0,0,3744000,0.0,861.0,0.0,288.0,2.0
5,6,1296,0,1296,0,1,5,1,0,3846076,203.0,1107.0,0.0,260.0,4.0
7,5,1720,0,1720,0,1,7,1,0,3984016,338.0,1720.0,1.0,527.0,6.0
7,7,725,754,1479,1,1,6,1,0,3967943,306.0,725.0,0.0,484.0,6.0
5,4,1040,0,1040,0,1,6,0,0,3865156,442.0,1040.0,1.0,264.0,3.0
9,5,1533,639,2172,1,1,8,1,0,4000000,295.0,1519.0,0.0,687.0,8.0
6,6,972,0,972,0,1,5,1,0,3899896,0.0,972.0,1.0,240.0,2.0
6,5,728,728,1456,1,1,8,0,0,4020025,0.0,728.0,0.0,400.0,6.0
5,6,1728,0,1728,0,1,7,1,0,3825936,70.0,1048.0,1.0,576.0,6.0
5,7,949,272,1221,0,1,7,0,0,3751800,0.0,784.0,1.0,392.0,4.0
7,5,856,893,1749,1,1,7,0,0,3996001,0.0,842.0,0.0,515.0,6.0
9,5,1577,0,1577,0,1,6,1,0,4020025,394.0,1577.0,1.0,564.0,4.0
7,5,804,670,1474,1,1,7,1,700,3982020,22.0,384.0,0.0,400.0,6.0
6,5,781,890,1671,1,1,7,1,0,3980025,0.0,781.0,0.0,423.0,6.0
3,5,2034,0,2034,0,1,9,0,0,3814209,0.0,0.0,0.0,1041.0,2.0
7,5,1245,764,2009,0,1,7,1,0,3781050,0.0,989.0,0.0,400.0,8.0
5,6,1100,0,1100,1,1,5,0,0,3984016,0.0,1100.0,0.0,462.0,3.0
5,5,1728,0,1728,0,2,8,0,0,3904576,0.0,1728.0,2.0,560.0,8.0
6,5,916,684,1600,1,1,7,1,0,3988009,0.0,916.0,0.0,460.0,6.0
5,5,1125,0,1125,1,1,5,0,0,4026042,0.0,1125.0,0.0,430.0,2.0
7,5,1391,0,1391,0,1,5,0,0,4016016,0.0,1391.0,0.0,530.0,4.0
7,5,864,1131,1995,1,1,8,1,0,4008004,0.0,854.0,0.0,435.0,8.0
6,5,728,728,1456,1,1,8,1,0,4022030,0.0,728.0,0.0,390.0,6.0
6,6,698,728,1426,1,1,6,0,0,3908529,140.0,690.0,0.0,440.0,3.0
10,5,5095,0,5095,1,1,15,2,17000,4034072,1224.0,5095.0,1.0,1154.0,
7,6,1682,0,1682,0,1,7,1,0,3880900,288.0,1304.0,0.0,530.0,6.0
7,5,1277,0,1277,0,1,5,1,0,3880900,0.0,1277.0,1.0,526.0,2.0
6,6,855,601,1456,1,1,7,1,0,3904576,0.0,855.0,0.0,440.0,6.0
5,5,1114,1114,2228,0,2,8,0,0,3916441,0.0,0.0,0.0,720.0,12.0
6,6,626,591,1217,1,1,6,1,0,3920400,0.0,626.0,0.0,288.0,3.0
5,5,1090,0,1090,1,1,5,0,0,4022030,0.0,1090.0,1.0,450.0,2.0
5,3,1002,454,1456,0,1,7,1,0,3798600,0.0,810.0,1.0,280.0,4.0
5,7,796,0,796,0,1,4,0,0,3724500,0.0,796.0,0.0,0.0,2.0
5,7,1214,0,1214,0,1,6,0,400,3861225,0.0,1214.0,1.0,461.0,2.0
5,7,955,0,955,0,1,6,0,0,3865156,0.0,955.0,1.0,386.0,3.0
6,5,864,864,1728,1,1,7,0,0,4012009,0.0,864.0,0.0,673.0,6.0
6,8,1836,1836,3672,1,1,7,2,0,3850650,0.0,1836.0,0.0,836.0,15.0
6,6,1561,0,1561,0,1,6,1,0,3841600,132.0,1561.0,1.0,463.0,6.0
6,5,702,779,1481,1,1,6,1,0,3978030,0.0,702.0,0.0,343.0,6.0
7,7,801,726,1527,1,1,6,1,0,3894052,0.0,699.0,1.0,410.0,3.0
7,5,798,842,1640,1,1,6,0,0,4012009,0.0,798.0,0.0,595.0,6.0
5,6,1080,400,1480,0,1,7,1,0,3890294,0.0,1080.0,1.0,253.0,4.0
7,5,963,829,1792,1,1,7,1,0,4004001,172.0,963.0,0.0,564.0,6.0
5,7,1148,0,1148,0,1,6,0,0,3810304,0.0,980.0,0.0,308.0,2.0
5,7,872,521,1393,1,1,8,0,0,3822025,0.0,816.0,0.0,300.0,3.0
6,6,1044,0,1044,0,1,7,1,0,3904576,0.0,960.0,1.0,528.0,3.0
5,5,1144,0,1144,1,1,6,0,0,3853369,0.0,1144.0,1.0,336.0,3.0
8,5,1086,838,1924,1,1,7,1,0,3992004,530.0,1086.0,1.0,592.0,6.0
9,5,1422,1177,2599,1,1,10,1,0,3996001,165.0,1393.0,0.0,779.0,8.0
8,5,1008,1275,2283,1,1,9,1,0,4012009,188.0,1008.0,0.0,632.0,8.0
6,5,765,368,1133,0,1,5,0,0,3802500,0.0,795.0,0.0,900.0,3.0
6,5,1398,0,1398,0,1,5,0,0,3962090,0.0,1398.0,1.0,542.0,4.0
5,7,810,0,810,0,1,4,0,0,3886812,153.0,782.0,1.0,576.0,2.0
6,5,1306,0,1306,0,1,5,1,0,4020025,135.0,1306.0,1.0,624.0,2.0
5,6,803,0,803,0,1,5,0,0,3784950,0.0,720.0,0.0,360.0,2.0
5,6,910,525,1435,0,1,6,0,0,3802500,0.0,910.0,1.0,308.0,3.0
6,6,2073,0,2073,0,1,7,2,0,3932264,119.0,1542.0,1.0,500.0,6.0
6,7,1096,895,1991,1,1,7,1,0,3767400,480.0,854.0,0.0,432.0,3.0
4,7,1067,0,1067,0,1,4,0,0,3890250,0.0,1067.0,0.0,436.0,4.0
5,8,680,494,1174,0,1,6,1,0,3811400,0.0,680.0,0.0,576.0,2.0
4,5,1689,0,1689,0,1,6,1,0,3964081,0.0,1680.0,1.0,432.0,6.0
6,7,608,524,1132,0,1,5,0,0,3781050,0.0,608.0,1.0,240.0,2.0
6,6,1024,0,1024,0,1,5,2,0,3825936,244.0,1008.0,1.0,313.0,2.0
8,5,1215,1017,2232,1,1,8,1,0,3974042,372.0,1173.0,1.0,623.0,6.0
6,7,1440,0,1440,0,1,7,1,0,3924361,310.0,1440.0,0.0,467.0,6.0
6,9,1680,0,1680,0,1,5,1,0,3989916,260.0,880.0,1.0,540.0,6.0
5,5,1092,0,1092,0,1,5,0,0,4030056,0.0,1092.0,0.0,0.0,2.0
5,6,1559,0,1559,0,1,5,0,0,3843404,0.0,1559.0,1.0,812.0,2.0
9,5,1980,0,1980,0,1,8,1,0,4018020,66.0,1980.0,1.0,770.0,6.0
8,5,1470,1160,2630,1,1,8,1,0,3992004,473.0,1470.0,1.0,696.0,8.0
8,5,1341,520,1861,0,1,7,1,0,4028049,156.0,1341.0,0.0,851.0,9.0
4,5,1200,0,1200,0,1,6,0,0,3857296,98.0,1200.0,1.0,850.0,3.0
5,6,1547,720,2320,0,1,7,1,0,3798600,0.0,0.0,0.0,672.0,4.0
8,5,2200,0,2200,1,1,8,1,0,4014012,470.0,2200.0,1.0,685.0,6.0
8,5,1795,0,1795,0,1,7,1,0,4008004,281.0,1777.0,0.0,534.0,6.0
5,6,1297,0,1297,0,1,5,1,0,3888460,650.0,1297.0,0.0,498.0,3.0
5,6,1319,0,1319,0,1,5,0,0,3814209,0.0,608.0,1.0,270.0,3.0
7,5,1463,0,1463,0,1,5,0,0,3992004,0.0,1463.0,1.0,539.0,6.0
7,9,1675,1818,3493,0,1,10,1,0,3763760,0.0,1470.0,0.0,870.0,9.0
5,5,1094,0,1094,0,1,6,0,0,4014012,126.0,1094.0,1.0,576.0,3.0
6,5,860,1100,1960,1,1,8,2,0,4008004,0.0,860.0,1.0,440.0,8.0
5,8,808,0,808,0,1,5,0,0,3916000,0.0,808.0,0.0,308.0,2.0
5,5,943,0,943,0,1,5,0,0,3869089,323.0,943.0,1.0,528.0,2.0
7,5,1246,0,1246,0,1,5,1,0,4030056,20.0,1146.0,0.0,428.0,4.0
4,4,698,430,1128,0,1,6,0,0,3744000,0.0,698.0,0.0,528.0,2.0
6,9,951,0,951,0,1,6,0,450,3929706,0.0,951.0,1.0,480.0,2.0
7,5,1644,0,1644,0,1,5,1,0,3956121,145.0,1518.0,1.0,569.0,4.0
7,5,1959,0,1959,0,2,9,0,0,3954132,70.0,1907.0,0.0,766.0,15.0
6,5,1022,1032,2054,1,1,7,1,0,4000000,40.0,992.0,1.0,390.0,6.0
5,7,874,0,874,0,1,5,0,0,3949884,0.0,864.0,0.0,352.0,3.0
8,5,1685,0,1685,0,1,5,1,0,4024036,298.0,1685.0,0.0,658.0,4.0
4,4,693,0,693,0,1,4,0,0,3784950,0.0,693.0,0.0,0.0,2.0
8,6,1034,0,1034,0,1,4,1,0,3956121,0.0,982.0,1.0,598.0,1.0
6,5,745,745,1490,1,1,7,1,0,4022030,0.0,745.0,0.0,392.0,6.0
8,5,1713,0,1713,0,1,7,1,0,4018020,262.0,1713.0,1.0,856.0,6.0
7,5,1472,0,1472,0,1,6,2,0,3920400,225.0,1372.0,1.0,588.0,6.0
7,5,1113,858,1971,1,1,8,1,0,4020025,0.0,1113.0,0.0,689.0,6.0
4,7,526,462,988,0,1,5,0,0,3957838,0.0,526.0,1.0,297.0,2.0
6,6,1576,0,1576,0,1,7,1,0,3845521,90.0,1208.0,1.0,368.0,4.0
7,5,1065,984,2049,1,1,9,1,0,3986012,0.0,1065.0,0.0,467.0,8.0
4,6,1169,0,1531,0,1,8,1,0,3853113,0.0,756.0,0.0,209.0,3.0
7,5,1358,0,1358,0,1,6,1,0,4016016,146.0,1358.0,1.0,484.0,4.0
7,6,1154,896,2050,1,1,8,1,0,3912484,256.0,832.0,0.0,529.0,8.0
9,5,2338,0,2338,1,1,8,2,0,4026042,710.0,2660.0,1.0,1110.0,8.0
5,5,1392,1248,2640,1,1,10,1,0,3801875,0.0,2171.0,2.0,1008.0,10.0
5,5,1584,0,1584,0,2,8,0,0,3869089,0.0,1584.0,0.0,792.0,8.0
6,8,1375,862,2237,1,1,7,1,2500,3971880,0.0,712.0,0.0,440.0,6.0
7,7,877,600,1477,0,1,6,1,0,3759600,0.0,861.0,0.0,216.0,6.0
5,6,1510,0,1510,0,1,6,0,0,3869089,268.0,1510.0,1.0,517.0,6.0
8,5,1407,985,2392,1,1,7,1,0,3990006,423.0,1396.0,1.0,870.0,6.0
6,4,1170,546,1716,0,1,8,0,0,3837660,0.0,810.0,0.0,672.0,8.0
5,6,868,0,868,0,1,6,0,0,3922290,0.0,768.0,1.0,576.0,2.0
7,5,955,677,1632,1,1,8,1,0,3992004,0.0,935.0,0.0,462.0,6.0
5,6,1077,0,1077,0,2,5,2,0,3781050,0.0,991.0,1.0,205.0,2.0
5,5,773,0,773,0,1,4,0,0,3814209,0.0,773.0,0.0,240.0,2.0
7,5,1195,644,1839,1,1,7,0,0,3992004,30.0,1195.0,0.0,486.0,8.0
8,5,1310,1140,2450,1,1,7,1,0,3992004,731.0,1284.0,1.0,1069.0,6.0
7,8,1136,883,2019,0,1,8,0,0,3806630,0.0,728.0,0.0,532.0,3.0
8,5,1636,0,1636,0,1,8,1,0,4024036,208.0,1623.0,1.0,865.0,6.0
7,5,744,630,1374,1,1,6,1,0,4018020,0.0,384.0,0.0,400.0,6.0
5,5,1072,0,1072,0,1,5,0,0,4020025,80.0,547.0,1.0,525.0,2.0
4,7,630,0,630,0,1,3,0,0,3888784,0.0,630.0,1.0,0.0,1.0
6,8,1414,0,1414,0,1,6,1,0,3919916,0.0,1184.0,1.0,601.0,3.0
8,5,1694,0,1694,0,1,7,1,0,4018020,186.0,1686.0,1.0,636.0,6.0
7,5,845,845,1690,1,1,7,0,0,4004001,0.0,845.0,0.0,517.0,6.0
7,7,1153,1200,2353,1,1,10,1,0,3920400,278.0,845.0,1.0,484.0,8.0
7,7,1055,0,1055,0,1,4,0,0,3904576,0.0,1055.0,1.0,319.0,4.0
6,7,1055,0,1055,0,1,5,1,0,3957838,0.0,1044.0,1.0,542.0,2.0
5,6,1144,0,1144,0,1,6,1,400,3888663,0.0,864.0,1.0,264.0,3.0
8,5,1170,1162,2332,1,1,9,1,0,4016016,126.0,1148.0,1.0,756.0,8.0
6,5,912,912,1824,2,2,8,0,0,3884841,0.0,912.0,0.0,0.0,8.0
5,5,712,730,1442,1,1,6,0,0,4026042,0.0,352.0,0.0,400.0,6.0
5,5,892,892,1784,1,1,9,0,0,3732300,0.0,747.0,0.0,180.0,4.0
6,7,1236,872,2108,0,1,7,2,0,3842910,0.0,1127.0,0.0,540.0,8.0
5,5,894,0,894,0,1,5,0,0,3849444,0.0,894.0,0.0,308.0,2.0
4,5,834,596,1430,0,1,7,0,0,3751800,0.0,596.0,0.0,370.0,6.0
7,5,936,840,1776,1,1,7,1,0,4008004,144.0,936.0,0.0,474.0,6.0
6,7,1602,0,1602,0,1,8,1,0,3954000,126.0,1602.0,0.0,529.0,6.0
6,8,991,659,1650,0,1,6,0,0,3800900,0.0,926.0,0.0,468.0,6.0
6,6,864,0,864,0,1,5,0,450,3837681,0.0,864.0,0.0,300.0,2.0
7,5,1101,1099,2200,1,1,9,1,0,3974042,0.0,812.0,0.0,453.0,8.0
8,5,1710,0,1710,0,1,6,1,0,4030056,436.0,1710.0,1.0,866.0,4.0
5,6,912,0,912,0,1,4,0,0,3849444,0.0,912.0,1.0,352.0,2.0
6,5,757,744,1501,1,1,6,1,0,3996001,342.0,744.0,1.0,440.0,6.0
6,6,865,445,1310,0,1,6,0,0,3751800,0.0,617.0,0.0,398.0,4.0
6,5,483,504,987,1,1,5,0,0,3892729,158.0,483.0,1.0,264.0,2.0
4,4,546,546,1092,1,1,6,0,0,3880900,0.0,546.0,0.0,286.0,3.0
5,6,1680,0,1680,0,2,8,0,0,3904576,164.0,1680.0,0.0,528.0,8.0
4,4,874,0,874,0,1,5,0,0,3884841,0.0,864.0,0.0,576.0,3.0
3,5,729,0,729,0,1,5,0,0,3792750,0.0,0.0,0.0,0.0,2.0
6,6,1252,0,1252,0,1,7,0,0,3837681,243.0,1252.0,0.0,528.0,3.0
8,5,1298,530,1828,1,1,7,0,0,4026042,0.0,1298.0,0.0,876.0,6.0
6,5,1280,1215,2495,1,1,9,1,0,3972049,0.0,1280.0,1.0,660.0,8.0
6,5,1306,0,1306,0,1,5,1,0,4020025,135.0,1306.0,1.0,624.0,2.0
7,5,1478,0,1478,0,1,6,1,0,3966072,0.0,1454.0,1.0,506.0,6.0
5,8,912,0,912,0,1,6,0,0,3916185,0.0,912.0,1.0,300.0,3.0
2,5,540,0,540,0,1,4,0,0,3784950,0.0,480.0,0.0,200.0,1.0
6,5,926,678,1604,1,1,7,1,0,3990006,0.0,926.0,0.0,470.0,6.0
5,5,768,768,1536,1,1,6,0,0,4020025,0.0,768.0,0.0,400.0,6.0
6,5,959,712,1671,1,1,7,1,0,4000000,0.0,959.0,1.0,472.0,6.0
7,5,784,827,1611,1,1,6,0,0,4020025,0.0,784.0,0.0,572.0,6.0
6,5,1844,0,1844,0,1,7,1,0,3876961,312.0,1844.0,1.0,540.0,6.0
7,5,1367,0,1367,0,1,6,1,0,4020025,144.0,1367.0,0.0,484.0,4.0
7,6,1040,685,1725,1,1,6,1,0,3916441,96.0,539.0,0.0,550.0,6.0
8,5,1054,1335,2389,1,1,10,1,0,4024036,0.0,1054.0,0.0,672.0,8.0
7,7,867,851,1718,1,1,8,1,0,3838584,0.0,851.0,0.0,264.0,8.0
5,5,1556,0,1556,0,2,8,0,0,3841600,0.0,1556.0,0.0,0.0,8.0
7,7,2156,0,2156,0,1,9,1,0,3941904,0.0,1568.0,0.0,508.0,6.0
9,5,1978,0,1978,0,1,7,1,0,4028049,290.0,1978.0,1.0,920.0,4.0
4,7,859,319,1178,0,1,7,0,0,3705000,0.0,859.0,0.0,384.0,2.0
5,6,1078,0,1078,1,1,6,1,0,3957768,0.0,1078.0,1.0,500.0,3.0
6,7,1285,0,1285,0,1,6,1,80,3908529,0.0,1243.0,0.0,473.0,6.0
8,5,1191,0,1191,0,1,5,1,0,3956121,0.0,1191.0,0.0,531.0,4.0
6,5,1494,0,1494,0,1,6,0,0,3988009,0.0,1479.0,1.0,576.0,6.0
4,5,1180,0,1180,0,1,5,1,0,3747900,0.0,700.0,0.0,252.0,2.0
8,5,909,886,1795,1,1,8,1,0,4024036,121.0,900.0,1.0,782.0,6.0
5,5,894,0,894,0,1,5,1,0,3896676,0.0,864.0,1.0,440.0,3.0
6,5,1042,0,1042,0,1,5,0,0,3861225,98.0,1042.0,0.0,440.0,6.0
4,6,546,546,1092,1,1,5,0,0,3880900,189.0,546.0,0.0,0.0,3.0
7,4,1304,983,2287,0,1,7,1,0,3814209,0.0,1304.0,0.0,667.0,6.0
9,5,1572,1096,2668,1,1,10,2,0,4014012,664.0,1572.0,1.0,726.0,6.0
4,4,964,0,1414,0,1,8,1,0,3747900,0.0,864.0,0.0,0.0,3.0
6,6,608,624,1232,1,1,6,2,0,3781050,0.0,600.0,0.0,217.0,3.0
6,5,754,855,1609,1,1,6,0,0,3980025,38.0,754.0,0.0,525.0,6.0
8,5,1932,0,1932,0,1,7,1,0,4032064,426.0,1932.0,1.0,774.0,4.0
8,5,1728,0,1728,0,1,7,1,0,4028049,0.0,1884.0,1.0,520.0,6.0
4,5,861,0,861,0,1,4,0,0,3783000,0.0,861.0,0.0,539.0,1.0
6,6,1172,741,1913,1,1,9,1,0,3759600,0.0,896.0,0.0,342.0,3.0
4,5,1200,0,1200,0,1,6,2,0,3825936,0.0,1200.0,1.0,294.0,3.0
7,5,1028,776,1804,1,1,7,1,0,3996001,0.0,994.0,0.0,442.0,6.0
